checked_date,output_directory,png_count,pdf_count,svg_count,tiff_count,metadata_files,same_name_config_local,same_name_config_archived,example_png,scope
2026-09-06,outputs/Other_Task3DenseVisualization_1.61,9,9,18,9,outputs/Other_Task3DenseVisualization_1.61/figures/manifest.json,,config/Other_Task3DenseVisualization_1.61.yaml,outputs/Other_Task3DenseVisualization_1.61/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.62,9,9,18,9,outputs/Other_Task3DenseVisualization_1.62/figures/manifest.json,,config/Other_Task3DenseVisualization_1.62.yaml,outputs/Other_Task3DenseVisualization_1.62/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.63,9,18,18,9,outputs/Other_Task3DenseVisualization_1.63/figures/manifest.json,,config/Other_Task3DenseVisualization_1.63.yaml,outputs/Other_Task3DenseVisualization_1.63/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.64,9,9,18,9,outputs/Other_Task3DenseVisualization_1.64/figures/manifest.json,,config/Other_Task3DenseVisualization_1.64.yaml,outputs/Other_Task3DenseVisualization_1.64/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.65,9,9,18,9,outputs/Other_Task3DenseVisualization_1.65/figures/manifest.json,,config/Other_Task3DenseVisualization_1.65.yaml,outputs/Other_Task3DenseVisualization_1.65/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.66,9,9,18,9,outputs/Other_Task3DenseVisualization_1.66/figures/manifest.json,,config/Other_Task3DenseVisualization_1.66.yaml,outputs/Other_Task3DenseVisualization_1.66/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.67,9,9,18,9,outputs/Other_Task3DenseVisualization_1.67/figures/manifest.json,,config/Other_Task3DenseVisualization_1.67.yaml,outputs/Other_Task3DenseVisualization_1.67/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.68,9,9,18,9,outputs/Other_Task3DenseVisualization_1.68/figures/manifest.json,,config/Other_Task3DenseVisualization_1.68.yaml,outputs/Other_Task3DenseVisualization_1.68/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.69,9,18,18,9,outputs/Other_Task3DenseVisualization_1.69/figures/manifest.json,,config/Other_Task3DenseVisualization_1.69.yaml,outputs/Other_Task3DenseVisualization_1.69/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.7,1,1,2,0,outputs/Other_Task3DenseVisualization_1.7/figures/manifest.json,,config/Other_Task3DenseVisualization_1.7.yaml,outputs/Other_Task3DenseVisualization_1.7/figures/f22raptor_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.70,9,9,18,9,outputs/Other_Task3DenseVisualization_1.70/figures/manifest.json,,config/Other_Task3DenseVisualization_1.70.yaml,outputs/Other_Task3DenseVisualization_1.70/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.71,9,9,18,9,outputs/Other_Task3DenseVisualization_1.71/figures/manifest.json,,config/Other_Task3DenseVisualization_1.71.yaml,outputs/Other_Task3DenseVisualization_1.71/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.72,9,18,18,9,outputs/Other_Task3DenseVisualization_1.72/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.72/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.72/figures/manifest.json,,config/Other_Task3DenseVisualization_1.72.yaml,outputs/Other_Task3DenseVisualization_1.72/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.73,9,18,18,9,outputs/Other_Task3DenseVisualization_1.73/figures/manifest.json,,config/Other_Task3DenseVisualization_1.73.yaml,outputs/Other_Task3DenseVisualization_1.73/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.74,9,9,18,9,outputs/Other_Task3DenseVisualization_1.74/figures/manifest.json,,config/Other_Task3DenseVisualization_1.74.yaml,outputs/Other_Task3DenseVisualization_1.74/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.75,4,4,8,4,outputs/Other_Task3DenseVisualization_1.75/figures/manifest.json,,config/Other_Task3DenseVisualization_1.75.yaml,outputs/Other_Task3DenseVisualization_1.75/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.76,9,18,18,9,outputs/Other_Task3DenseVisualization_1.76/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/f22raptor/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.76/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.76/figures/manifest.json,,config/Other_Task3DenseVisualization_1.76.yaml,outputs/Other_Task3DenseVisualization_1.76/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.77,9,14,18,9,outputs/Other_Task3DenseVisualization_1.77/figures/manifest.json,,config/Other_Task3DenseVisualization_1.77.yaml,outputs/Other_Task3DenseVisualization_1.77/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.78,9,15,18,9,outputs/Other_Task3DenseVisualization_1.78/figures/manifest.json,,config/Other_Task3DenseVisualization_1.78.yaml,outputs/Other_Task3DenseVisualization_1.78/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.79,9,9,18,9,outputs/Other_Task3DenseVisualization_1.79/figures/manifest.json,,config/Other_Task3DenseVisualization_1.79.yaml,outputs/Other_Task3DenseVisualization_1.79/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.8,10,20,20,0,outputs/Other_Task3DenseVisualization_1.8/figures/manifest.json,,config/Other_Task3DenseVisualization_1.8.yaml,outputs/Other_Task3DenseVisualization_1.8/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.80,9,18,18,9,outputs/Other_Task3DenseVisualization_1.80/figures/manifest.json,,config/Other_Task3DenseVisualization_1.80.yaml,outputs/Other_Task3DenseVisualization_1.80/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.81,9,9,18,9,outputs/Other_Task3DenseVisualization_1.81/figures/manifest.json,,config/Other_Task3DenseVisualization_1.81.yaml,outputs/Other_Task3DenseVisualization_1.81/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.82,9,18,18,9,outputs/Other_Task3DenseVisualization_1.82/figures/manifest.json,,config/Other_Task3DenseVisualization_1.82.yaml,outputs/Other_Task3DenseVisualization_1.82/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.83,9,9,18,9,outputs/Other_Task3DenseVisualization_1.83/figures/manifest.json,,config/Other_Task3DenseVisualization_1.83.yaml,outputs/Other_Task3DenseVisualization_1.83/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.84,9,9,18,9,outputs/Other_Task3DenseVisualization_1.84/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.84/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.84/figures/manifest.json,,config/Other_Task3DenseVisualization_1.84.yaml,outputs/Other_Task3DenseVisualization_1.84/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.85,9,9,18,9,outputs/Other_Task3DenseVisualization_1.85/figures/manifest.json,,config/Other_Task3DenseVisualization_1.85.yaml,outputs/Other_Task3DenseVisualization_1.85/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.86,9,9,18,9,outputs/Other_Task3DenseVisualization_1.86/figures/manifest.json,,config/Other_Task3DenseVisualization_1.86.yaml,outputs/Other_Task3DenseVisualization_1.86/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.87,9,9,18,9,outputs/Other_Task3DenseVisualization_1.87/figures/manifest.json,,config/Other_Task3DenseVisualization_1.87.yaml,outputs/Other_Task3DenseVisualization_1.87/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.88,9,9,18,9,outputs/Other_Task3DenseVisualization_1.88/figures/manifest.json,,config/Other_Task3DenseVisualization_1.88.yaml,outputs/Other_Task3DenseVisualization_1.88/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.89,1,1,2,1,outputs/Other_Task3DenseVisualization_1.89/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.89/figures/manifest.json,,config/Other_Task3DenseVisualization_1.89.yaml,outputs/Other_Task3DenseVisualization_1.89/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.9,10,20,20,0,outputs/Other_Task3DenseVisualization_1.9/figures/manifest.json,,config/Other_Task3DenseVisualization_1.9.yaml,outputs/Other_Task3DenseVisualization_1.9/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.90,9,9,18,9,outputs/Other_Task3DenseVisualization_1.90/figures/manifest.json,,config/Other_Task3DenseVisualization_1.90.yaml,outputs/Other_Task3DenseVisualization_1.90/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.91,9,9,18,9,outputs/Other_Task3DenseVisualization_1.91/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.91/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.91/figures/manifest.json,,config/Other_Task3DenseVisualization_1.91.yaml,outputs/Other_Task3DenseVisualization_1.91/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.92,9,14,18,9,outputs/Other_Task3DenseVisualization_1.92/figures/manifest.json,,config/Other_Task3DenseVisualization_1.92.yaml,outputs/Other_Task3DenseVisualization_1.92/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.93,9,9,18,9,outputs/Other_Task3DenseVisualization_1.93/figures/manifest.json,,config/Other_Task3DenseVisualization_1.93.yaml,outputs/Other_Task3DenseVisualization_1.93/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.94,9,9,18,9,outputs/Other_Task3DenseVisualization_1.94/figures/manifest.json,,config/Other_Task3DenseVisualization_1.94.yaml,outputs/Other_Task3DenseVisualization_1.94/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.95,9,9,18,9,outputs/Other_Task3DenseVisualization_1.95/figures/manifest.json,,config/Other_Task3DenseVisualization_1.95.yaml,outputs/Other_Task3DenseVisualization_1.95/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.96,9,9,18,9,outputs/Other_Task3DenseVisualization_1.96/figures/manifest.json,,config/Other_Task3DenseVisualization_1.96.yaml,outputs/Other_Task3DenseVisualization_1.96/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.97,9,9,18,9,outputs/Other_Task3DenseVisualization_1.97/figures/manifest.json,,config/Other_Task3DenseVisualization_1.97.yaml,outputs/Other_Task3DenseVisualization_1.97/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.98,9,9,18,9,outputs/Other_Task3DenseVisualization_1.98/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.98/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.98/figures/manifest.json,,config/Other_Task3DenseVisualization_1.98.yaml,outputs/Other_Task3DenseVisualization_1.98/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.99,9,9,18,9,outputs/Other_Task3DenseVisualization_1.99/figures/manifest.json,,config/Other_Task3DenseVisualization_1.99.yaml,outputs/Other_Task3DenseVisualization_1.99/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.0,9,9,18,9,outputs/Other_Task3DenseVisualization_2.0/figures/manifest.json,,config/Other_Task3DenseVisualization_2.0.yaml,outputs/Other_Task3DenseVisualization_2.0/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.1,1,1,2,1,outputs/Other_Task3DenseVisualization_2.1/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_2.1/figures/manifest.json,,config/Other_Task3DenseVisualization_2.1.yaml,outputs/Other_Task3DenseVisualization_2.1/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.2,9,9,18,9,outputs/Other_Task3DenseVisualization_2.2/figures/manifest.json,,config/Other_Task3DenseVisualization_2.2.yaml,outputs/Other_Task3DenseVisualization_2.2/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.3,9,9,18,9,outputs/Other_Task3DenseVisualization_2.3/figures/manifest.json,,config/Other_Task3DenseVisualization_2.3.yaml,outputs/Other_Task3DenseVisualization_2.3/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.4,9,9,18,9,outputs/Other_Task3DenseVisualization_2.4/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_2.4/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_2.4/figures/manifest.json,,config/Other_Task3DenseVisualization_2.4.yaml,outputs/Other_Task3DenseVisualization_2.4/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.5,3,3,6,3,outputs/Other_Task3DenseVisualization_2.5/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_2.5/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.6,3,3,6,3,outputs/Other_Task3DenseVisualization_2.6/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_2.6/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.7,9,16,18,9,outputs/Other_Task3DenseVisualization_2.7/figures/manifest.json,,config/Other_Task3DenseVisualization_2.7.yaml,outputs/Other_Task3DenseVisualization_2.7/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.8,9,9,18,9,outputs/Other_Task3DenseVisualization_2.8/figures/manifest.json,,config/Other_Task3DenseVisualization_2.8.yaml,outputs/Other_Task3DenseVisualization_2.8/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_2.9,9,9,18,9,outputs/Other_Task3DenseVisualization_2.9/figures/manifest.json,,config/Other_Task3DenseVisualization_2.9.yaml,outputs/Other_Task3DenseVisualization_2.9/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.0,9,18,18,9,outputs/Other_Task3DenseVisualization_3.0/figures/manifest.json,,config/Other_Task3DenseVisualization_3.0.yaml,outputs/Other_Task3DenseVisualization_3.0/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.1,9,9,18,9,outputs/Other_Task3DenseVisualization_3.1/figures/manifest.json,,config/Other_Task3DenseVisualization_3.1.yaml,outputs/Other_Task3DenseVisualization_3.1/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.2,1,1,2,1,outputs/Other_Task3DenseVisualization_3.2/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_3.2/figures/manifest.json,,config/Other_Task3DenseVisualization_3.2.yaml,outputs/Other_Task3DenseVisualization_3.2/figures/halfcylinderRe6400_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.3,1,1,2,1,outputs/Other_Task3DenseVisualization_3.3/figures/manifest.json,,config/Other_Task3DenseVisualization_3.3.yaml,outputs/Other_Task3DenseVisualization_3.3/figures/halfcylinderRe6400_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.4,1,1,2,1,outputs/Other_Task3DenseVisualization_3.4/figures/manifest.json,,config/Other_Task3DenseVisualization_3.4.yaml,outputs/Other_Task3DenseVisualization_3.4/figures/halfcylinderRe6400_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.5,9,9,18,9,outputs/Other_Task3DenseVisualization_3.5/figures/manifest.json,,config/Other_Task3DenseVisualization_3.5.yaml,outputs/Other_Task3DenseVisualization_3.5/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.6,9,9,18,9,outputs/Other_Task3DenseVisualization_3.6/figures/manifest.json,,config/Other_Task3DenseVisualization_3.6.yaml,outputs/Other_Task3DenseVisualization_3.6/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.7,3,3,6,3,outputs/Other_Task3DenseVisualization_3.7/figures/manifest.json,,config/Other_Task3DenseVisualization_3.7.yaml,outputs/Other_Task3DenseVisualization_3.7/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_3.8,9,9,18,9,outputs/Other_Task3DenseVisualization_3.8/figures/manifest.json,,config/Other_Task3DenseVisualization_3.8.yaml,outputs/Other_Task3DenseVisualization_3.8/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.0,1,1,2,1,outputs/Other_Task3DenseVisualization_4.0/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_4.0/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_4.0/figures/manifest.json,,config/Other_Task3DenseVisualization_4.0.yaml,outputs/Other_Task3DenseVisualization_4.0/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.1,9,18,18,9,outputs/Other_Task3DenseVisualization_4.1/figures/manifest.json,,config/Other_Task3DenseVisualization_4.1.yaml,outputs/Other_Task3DenseVisualization_4.1/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.2,9,9,18,9,outputs/Other_Task3DenseVisualization_4.2/figures/manifest.json,,config/Other_Task3DenseVisualization_4.2.yaml,outputs/Other_Task3DenseVisualization_4.2/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.3,9,9,18,9,outputs/Other_Task3DenseVisualization_4.3/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_4.3/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_4.3/figures/manifest.json,,config/Other_Task3DenseVisualization_4.3.yaml,outputs/Other_Task3DenseVisualization_4.3/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.4,9,9,18,9,outputs/Other_Task3DenseVisualization_4.4/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_4.4/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_4.4/figures/manifest.json,,config/Other_Task3DenseVisualization_4.4.yaml,outputs/Other_Task3DenseVisualization_4.4/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_4.5,2,2,4,2,outputs/Other_Task3DenseVisualization_4.5/figures/manifest.json,config/Other_Task3DenseVisualization_4.5.yaml,,outputs/Other_Task3DenseVisualization_4.5/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_horizontal_clean_1.0,4,0,0,0,outputs/Task1_3D_horizontal_clean_1.0/figure_metadata.json,,,outputs/Task1_3D_horizontal_clean_1.0/boeing747_task1_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_horizontal_clean_1.1,4,0,0,0,outputs/Task1_3D_horizontal_clean_1.1/figure_metadata.json,,,outputs/Task1_3D_horizontal_clean_1.1/boeing747_task1_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_horizontal_halfcylinder_1.1,2,0,0,0,outputs/Task1_3D_horizontal_halfcylinder_1.1/figure_metadata.json,,,outputs/Task1_3D_horizontal_halfcylinder_1.1/cylinder3d_task1_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
